#CHR	bp	cM
HanXRQChr01	78200001	24.77
HanXRQChr01	78300001	24.83
HanXRQChr01	78400001	24.89
HanXRQChr01	78500001	24.94
HanXRQChr01	78600001	25
HanXRQChr01	78700001	25.06
HanXRQChr01	78800001	25.11
HanXRQChr01	78900001	25.17
HanXRQChr01	79000001	25.23
HanXRQChr01	79100001	25.28
HanXRQChr01	79200001	25.34
HanXRQChr01	79300001	25.39
HanXRQChr01	79400001	25.45
HanXRQChr01	79500001	25.51
HanXRQChr01	79600001	25.56
HanXRQChr01	79700001	25.62
HanXRQChr01	79800001	25.67
HanXRQChr01	79900001	25.73
HanXRQChr01	80000001	25.79
HanXRQChr01	80100001	25.84
HanXRQChr01	80200001	25.9
HanXRQChr01	80300001	25.95
HanXRQChr01	80400001	26.01
HanXRQChr01	80500001	26.06
HanXRQChr01	80600001	26.11
HanXRQChr01	80700001	26.17
HanXRQChr01	80800001	26.22
HanXRQChr01	80900001	26.28
HanXRQChr01	81000001	26.33
HanXRQChr01	81100001	26.39
HanXRQChr01	81200001	26.44
HanXRQChr01	81300001	26.49
HanXRQChr01	81400001	26.55
HanXRQChr01	81500001	26.6
HanXRQChr01	81600001	26.65
HanXRQChr01	81700001	26.71
HanXRQChr01	81800001	26.76
HanXRQChr01	81900001	26.81
HanXRQChr01	82000001	26.86
HanXRQChr01	82100001	26.92
HanXRQChr01	82200001	26.97
HanXRQChr01	82300001	27.02
HanXRQChr01	82400001	27.07
HanXRQChr01	82500001	27.12
HanXRQChr01	82600001	27.17
HanXRQChr01	82700001	27.22
HanXRQChr01	82800001	27.28
HanXRQChr01	82900001	27.33
HanXRQChr01	83000001	27.38
HanXRQChr01	83100001	27.43
HanXRQChr01	83200001	27.48
HanXRQChr01	83300001	27.53
HanXRQChr01	83400001	27.58
HanXRQChr01	83500001	27.63
HanXRQChr01	83600001	27.67
HanXRQChr01	83700001	27.72
HanXRQChr01	83800001	27.77
HanXRQChr01	83900001	27.82
HanXRQChr01	84000001	27.87
HanXRQChr01	84100001	27.92
HanXRQChr01	84200001	27.96
HanXRQChr01	84300001	28.01
HanXRQChr01	84400001	28.06
HanXRQChr01	84500001	28.11
HanXRQChr01	84600001	28.15
HanXRQChr01	84700001	28.2
HanXRQChr01	84800001	28.25
HanXRQChr01	84900001	28.29
HanXRQChr01	85000001	28.34
HanXRQChr01	85100001	28.38
HanXRQChr01	85200001	28.43
HanXRQChr01	85300001	28.47
HanXRQChr01	85400001	28.52
HanXRQChr01	85500001	28.56
HanXRQChr01	85600001	28.61
HanXRQChr01	85700001	28.65
HanXRQChr01	85800001	28.7
HanXRQChr01	85900001	28.74
HanXRQChr01	86000001	28.78
HanXRQChr01	86100001	28.82
HanXRQChr01	86200001	28.87
HanXRQChr01	86300001	28.91
HanXRQChr01	86400001	28.95
HanXRQChr01	86500001	28.99
HanXRQChr01	86600001	29.03
HanXRQChr01	86700001	29.08
HanXRQChr01	86800001	29.12
HanXRQChr01	86900001	29.16
HanXRQChr01	87000001	29.2
HanXRQChr01	87100001	29.24
HanXRQChr01	87200001	29.28
HanXRQChr01	87300001	29.32
HanXRQChr01	87400001	29.35
HanXRQChr01	87500001	29.39
HanXRQChr01	87600001	29.43
HanXRQChr01	87700001	29.47
HanXRQChr01	87800001	29.51
HanXRQChr01	87900001	29.54
HanXRQChr01	88000001	29.58
HanXRQChr01	88100001	29.62
HanXRQChr01	88200001	29.65
HanXRQChr01	88300001	29.69
HanXRQChr01	88400001	29.72
HanXRQChr01	88500001	29.76
HanXRQChr01	88600001	29.79
HanXRQChr01	88700001	29.83
HanXRQChr01	88800001	29.86
HanXRQChr01	88900001	29.9
HanXRQChr01	89000001	29.93
HanXRQChr01	89100001	29.96
HanXRQChr01	89200001	30
HanXRQChr01	89300001	30.03
HanXRQChr01	89400001	30.06
HanXRQChr01	89500001	30.09
HanXRQChr01	89600001	30.13
HanXRQChr01	89700001	30.16
HanXRQChr01	89800001	30.19
HanXRQChr01	89900001	30.22
HanXRQChr01	90000001	30.25
HanXRQChr01	90100001	30.28
HanXRQChr01	90200001	30.31
HanXRQChr01	90300001	30.34
HanXRQChr01	90400001	30.37
HanXRQChr01	90500001	30.4
HanXRQChr01	90600001	30.43
HanXRQChr01	90700001	30.46
HanXRQChr01	90800001	30.48
HanXRQChr01	90900001	30.51
HanXRQChr01	91000001	30.54
HanXRQChr01	91100001	30.57
HanXRQChr01	91200001	30.59
HanXRQChr01	91300001	30.62
HanXRQChr01	91400001	30.65
HanXRQChr01	91500001	30.67
HanXRQChr01	91600001	30.7
HanXRQChr01	91700001	30.72
HanXRQChr01	91800001	30.75
HanXRQChr01	91900001	30.78
HanXRQChr01	92000001	30.8
HanXRQChr01	92100001	30.82
HanXRQChr01	92200001	30.85
HanXRQChr01	92300001	30.87
HanXRQChr01	92400001	30.9
HanXRQChr01	92500001	30.92
HanXRQChr01	92600001	30.94
HanXRQChr01	92700001	30.97
HanXRQChr01	92800001	30.99
HanXRQChr01	92900001	31.01
HanXRQChr01	93000001	31.03
HanXRQChr01	93100001	31.06
HanXRQChr01	93200001	31.08
HanXRQChr01	93300001	31.1
HanXRQChr01	93400001	31.12
HanXRQChr01	93500001	31.14
HanXRQChr01	93600001	31.16
HanXRQChr01	93700001	31.18
HanXRQChr01	93800001	31.2
HanXRQChr01	93900001	31.22
HanXRQChr01	94000001	31.24
HanXRQChr01	94100001	31.26
HanXRQChr01	94200001	31.28
HanXRQChr01	94300001	31.3
HanXRQChr01	94400001	31.32
HanXRQChr01	94500001	31.34
HanXRQChr01	94600001	31.36
HanXRQChr01	94700001	31.38
HanXRQChr01	94800001	31.4
HanXRQChr01	94900001	31.41
HanXRQChr01	95000001	31.43
HanXRQChr01	95100001	31.45
HanXRQChr01	95200001	31.47
HanXRQChr01	95300001	31.48
HanXRQChr01	95400001	31.5
HanXRQChr01	95500001	31.52
HanXRQChr01	95600001	31.53
HanXRQChr01	95700001	31.55
HanXRQChr01	95800001	31.56
HanXRQChr01	95900001	31.58
HanXRQChr01	96000001	31.6
HanXRQChr01	96100001	31.61
HanXRQChr01	96200001	31.63
HanXRQChr01	96300001	31.64
HanXRQChr01	96400001	31.66
HanXRQChr01	96500001	31.67
HanXRQChr01	96600001	31.69
HanXRQChr01	96700001	31.7
HanXRQChr01	96800001	31.71
HanXRQChr01	96900001	31.73
HanXRQChr01	97000001	31.74
HanXRQChr01	97100001	31.75
HanXRQChr01	97200001	31.77
HanXRQChr01	97300001	31.78
HanXRQChr01	97400001	31.79
HanXRQChr01	97500001	31.81
HanXRQChr01	97600001	31.82
HanXRQChr01	97700001	31.83
HanXRQChr01	97800001	31.85
HanXRQChr01	97900001	31.86
HanXRQChr01	98000001	31.87
HanXRQChr01	98100001	31.88
HanXRQChr01	98200001	31.89
HanXRQChr01	98300001	31.9
HanXRQChr01	98400001	31.92
HanXRQChr01	98500001	31.93
HanXRQChr01	98600001	31.94
HanXRQChr01	98700001	31.95
HanXRQChr01	98800001	31.96
HanXRQChr01	98900001	31.97
HanXRQChr01	99000001	31.98
HanXRQChr01	99100001	31.99
HanXRQChr01	99200001	32
HanXRQChr01	99300001	32.01
HanXRQChr01	99400001	32.02
HanXRQChr01	99500001	32.03
HanXRQChr01	99600001	32.04
HanXRQChr01	99700001	32.05
HanXRQChr01	99800001	32.06
HanXRQChr01	99900001	32.07
HanXRQChr01	100000001	32.08
HanXRQChr01	100100001	32.09
HanXRQChr01	100200001	32.1
HanXRQChr01	100300001	32.1083333333333
HanXRQChr01	100400001	32.1116666666667
HanXRQChr01	100500001	32.12
HanXRQChr01	100600001	32.13
HanXRQChr01	100700001	32.14
HanXRQChr01	100800001	32.15
HanXRQChr01	100900001	32.1583333333333
HanXRQChr01	101000001	32.1616666666667
HanXRQChr01	101100001	32.17
HanXRQChr01	101200001	32.18
HanXRQChr01	101300001	32.1883333333333
HanXRQChr01	101400001	32.1916666666667
HanXRQChr01	101500001	32.2
HanXRQChr01	101600001	32.21
HanXRQChr01	101700001	32.2183333333333
HanXRQChr01	101800001	32.2216666666667
HanXRQChr01	101900001	32.23
HanXRQChr01	102000001	32.2383333333333
HanXRQChr01	102100001	32.2416666666667
HanXRQChr01	102200001	32.25
HanXRQChr01	102300001	32.2583333333333
HanXRQChr01	102400001	32.2616666666667
HanXRQChr01	102500001	32.27
HanXRQChr01	102600001	32.2783333333333
HanXRQChr01	102700001	32.2816666666667
HanXRQChr01	102800001	32.29
HanXRQChr01	102900001	32.2983333333333
HanXRQChr01	103000001	32.3016666666667
HanXRQChr01	103100001	32.3083333333333
HanXRQChr01	103200001	32.3116666666667
HanXRQChr01	103300001	32.32
HanXRQChr01	103400001	32.3283333333333
HanXRQChr01	103500001	32.3316666666667
HanXRQChr01	103600001	32.3383333333333
HanXRQChr01	103700001	32.3416666666667
HanXRQChr01	103800001	32.3483333333333
HanXRQChr01	103900001	32.3516666666667
HanXRQChr01	104000001	32.36
HanXRQChr01	104100001	32.3683333333333
HanXRQChr01	104200001	32.3716666666667
HanXRQChr01	104300001	32.3783333333333
HanXRQChr01	104400001	32.3816666666667
HanXRQChr01	104500001	32.3883333333333
HanXRQChr01	104600001	32.3916666666667
HanXRQChr01	104700001	32.3983333333333
HanXRQChr01	104800001	32.4016666666667
HanXRQChr01	104900001	32.4083333333333
HanXRQChr01	105000001	32.4116666666667
HanXRQChr01	105100001	32.4183333333333
HanXRQChr01	105200001	32.4216666666667
HanXRQChr01	105300001	32.4283333333333
HanXRQChr01	105400001	32.4316666666667
HanXRQChr01	105500001	32.4383333333333
HanXRQChr01	105600001	32.4416666666667
HanXRQChr01	105700001	32.4475
HanXRQChr01	105800001	32.45
HanXRQChr01	105900001	32.4525
HanXRQChr01	106000001	32.4583333333333
HanXRQChr01	106100001	32.4616666666667
HanXRQChr01	106200001	32.4683333333333
HanXRQChr01	106300001	32.4716666666667
HanXRQChr01	106400001	32.4783333333333
HanXRQChr01	106500001	32.4816666666667
HanXRQChr01	106600001	32.4883333333333
HanXRQChr01	106700001	32.4916666666667
HanXRQChr01	106800001	32.4983333333333
HanXRQChr01	106900001	32.5016666666667
HanXRQChr01	107000001	32.5075
HanXRQChr01	107100001	32.51
HanXRQChr01	107200001	32.5125
HanXRQChr01	107300001	32.5183333333333
HanXRQChr01	107400001	32.5216666666667
HanXRQChr01	107500001	32.5283333333333
HanXRQChr01	107600001	32.5316666666667
HanXRQChr01	107700001	32.5383333333333
HanXRQChr01	107800001	32.5416666666667
HanXRQChr01	107900001	32.5483333333333
HanXRQChr01	108000001	32.5516666666667
HanXRQChr01	108100001	32.5575
HanXRQChr01	108200001	32.56
HanXRQChr01	108300001	32.5625
HanXRQChr01	108400001	32.5683333333333
HanXRQChr01	108500001	32.5716666666667
HanXRQChr01	108600001	32.5783333333333
HanXRQChr01	108700001	32.5816666666667
HanXRQChr01	108800001	32.5883333333333
HanXRQChr01	108900001	32.5916666666667
HanXRQChr01	109000001	32.5983333333333
HanXRQChr01	109100001	32.6016666666667
HanXRQChr01	109200001	32.6083333333333
HanXRQChr01	109300001	32.6116666666667
HanXRQChr01	109400001	32.6183333333333
HanXRQChr01	109500001	32.6216666666667
HanXRQChr01	109600001	32.6283333333333
HanXRQChr01	109700001	32.6316666666667
HanXRQChr01	109800001	32.6383333333333
HanXRQChr01	109900001	32.6416666666667
HanXRQChr01	110000001	32.6483333333333
HanXRQChr01	110100001	32.6516666666667
HanXRQChr01	110200001	32.6583333333333
HanXRQChr01	110300001	32.6616666666667
HanXRQChr01	110400001	32.6683333333333
HanXRQChr01	110500001	32.6716666666667
HanXRQChr01	110600001	32.68
HanXRQChr01	110700001	32.6883333333333
HanXRQChr01	110800001	32.6916666666667
HanXRQChr01	110900001	32.6983333333333
HanXRQChr01	111000001	32.7016666666667
HanXRQChr01	111100001	32.7083333333333
HanXRQChr01	111200001	32.7116666666667
HanXRQChr01	111300001	32.72
HanXRQChr01	111400001	32.7283333333333
HanXRQChr01	111500001	32.7316666666667
HanXRQChr01	111600001	32.74
HanXRQChr01	111700001	32.7483333333333
HanXRQChr01	111800001	32.7516666666667
HanXRQChr01	111900001	32.76
HanXRQChr01	112000001	32.7683333333333
HanXRQChr01	112100001	32.7716666666667
HanXRQChr01	112200001	32.78
HanXRQChr01	112300001	32.7883333333333
HanXRQChr01	112400001	32.7916666666667
HanXRQChr01	112500001	32.8
HanXRQChr01	112600001	32.81
HanXRQChr01	112700001	32.8183333333333
HanXRQChr01	112800001	32.8216666666667
HanXRQChr01	112900001	32.83
HanXRQChr01	113000001	32.84
HanXRQChr01	113100001	32.8483333333333
HanXRQChr01	113200001	32.8516666666667
HanXRQChr01	113300001	32.86
HanXRQChr01	113400001	32.87
HanXRQChr01	113500001	32.88
HanXRQChr01	113600001	32.89
HanXRQChr01	113700001	32.9
HanXRQChr01	113800001	32.9083333333333
HanXRQChr01	113900001	32.9116666666667
HanXRQChr01	114000001	32.92
HanXRQChr01	114100001	32.93
HanXRQChr01	114200001	32.94
HanXRQChr01	114300001	32.95
HanXRQChr01	114400001	32.96
HanXRQChr01	114500001	32.97
HanXRQChr01	114600001	32.98
HanXRQChr01	114700001	32.99
HanXRQChr01	114800001	33
HanXRQChr01	114900001	33.01
HanXRQChr01	115000001	33.02
HanXRQChr01	115100001	33.04
HanXRQChr01	115200001	33.05
HanXRQChr01	115300001	33.06
HanXRQChr01	115400001	33.07
HanXRQChr01	115500001	33.08
HanXRQChr01	115600001	33.09
HanXRQChr01	115700001	33.11
HanXRQChr01	115800001	33.12
HanXRQChr01	115900001	33.13
HanXRQChr01	116000001	33.14
HanXRQChr01	116100001	33.16
HanXRQChr01	116200001	33.17
HanXRQChr01	116300001	33.18
HanXRQChr01	116400001	33.2
HanXRQChr01	116500001	33.21
HanXRQChr01	116600001	33.22
HanXRQChr01	116700001	33.24
HanXRQChr01	116800001	33.25
HanXRQChr01	116900001	33.27
HanXRQChr01	117000001	33.28
HanXRQChr01	117100001	33.3
HanXRQChr01	117200001	33.31
HanXRQChr01	117300001	33.33
HanXRQChr01	117400001	33.34
HanXRQChr01	117500001	33.36
HanXRQChr01	117600001	33.38
HanXRQChr01	117700001	33.39
HanXRQChr01	117800001	33.41
HanXRQChr01	117900001	33.43
HanXRQChr01	118000001	33.44
HanXRQChr01	118100001	33.46
HanXRQChr01	118200001	33.48
HanXRQChr01	118300001	33.5
HanXRQChr01	118400001	33.52
HanXRQChr01	118500001	33.53
HanXRQChr01	118600001	33.55
HanXRQChr01	118700001	33.57
HanXRQChr01	118800001	33.59
HanXRQChr01	118900001	33.61
HanXRQChr01	119000001	33.63
HanXRQChr01	119100001	33.65
HanXRQChr01	119200001	33.67
HanXRQChr01	119300001	33.69
HanXRQChr01	119400001	33.71
HanXRQChr01	119500001	33.74
HanXRQChr01	119600001	33.76
HanXRQChr01	119700001	33.78
HanXRQChr01	119800001	33.8
HanXRQChr01	119900001	33.82
HanXRQChr01	120000001	33.85
HanXRQChr01	120100001	33.87
HanXRQChr01	120200001	33.89
HanXRQChr01	120300001	33.92
HanXRQChr01	120400001	33.94
HanXRQChr01	120500001	33.97
HanXRQChr01	120600001	33.99
HanXRQChr01	120700001	34.02
HanXRQChr01	120800001	34.04
HanXRQChr01	120900001	34.07
HanXRQChr01	121000001	34.09
HanXRQChr01	121100001	34.12
HanXRQChr01	121200001	34.15
HanXRQChr01	121300001	34.18
HanXRQChr01	121400001	34.2
HanXRQChr01	121500001	34.23
HanXRQChr01	121600001	34.26
HanXRQChr01	121700001	34.29
HanXRQChr01	121800001	34.32
HanXRQChr01	121900001	34.35
HanXRQChr01	122000001	34.38
HanXRQChr01	122100001	34.41
HanXRQChr01	122200001	34.44
HanXRQChr01	122300001	34.47
HanXRQChr01	122400001	34.5
HanXRQChr01	122500001	34.53
HanXRQChr01	122600001	34.56
HanXRQChr01	122700001	34.59
HanXRQChr01	122800001	34.63
HanXRQChr01	122900001	34.66
HanXRQChr01	123000001	34.69
HanXRQChr01	123100001	34.73
HanXRQChr01	123200001	34.76
HanXRQChr01	123300001	34.79
HanXRQChr01	123400001	34.83
HanXRQChr01	123500001	34.86
HanXRQChr01	123600001	34.9
HanXRQChr01	123700001	34.94
HanXRQChr01	123800001	34.97
HanXRQChr01	123900001	35.01
HanXRQChr01	124000001	35.05
HanXRQChr01	124100001	35.08
HanXRQChr01	124200001	35.12
HanXRQChr01	124300001	35.16
HanXRQChr01	124400001	35.2
HanXRQChr01	124500001	35.24
HanXRQChr01	124600001	35.28
HanXRQChr01	124700001	35.32
HanXRQChr01	124800001	35.36
HanXRQChr01	124900001	35.4
HanXRQChr01	125000001	35.44
HanXRQChr01	125100001	35.48
HanXRQChr01	125200001	35.53
HanXRQChr01	125300001	35.57
HanXRQChr01	125400001	35.61
HanXRQChr01	125500001	35.66
HanXRQChr01	125600001	35.7
HanXRQChr01	125700001	35.75
HanXRQChr01	125800001	35.79
HanXRQChr01	125900001	35.84
HanXRQChr01	126000001	35.88
HanXRQChr01	126100001	35.93
HanXRQChr01	126200001	35.98
HanXRQChr01	126300001	36.02
HanXRQChr01	126400001	36.07
HanXRQChr01	126500001	36.12
HanXRQChr01	126600001	36.17
HanXRQChr01	126700001	36.22
HanXRQChr01	126800001	36.27
HanXRQChr01	126900001	36.32
HanXRQChr01	127000001	36.37
HanXRQChr01	127100001	36.42
HanXRQChr01	127200001	36.47
HanXRQChr01	127300001	36.52
HanXRQChr01	127400001	36.58
HanXRQChr01	127500001	36.63
HanXRQChr01	127600001	36.68
HanXRQChr01	127700001	36.74
HanXRQChr01	127800001	36.79
HanXRQChr01	127900001	36.85
HanXRQChr01	128000001	36.9
HanXRQChr01	128100001	36.96
HanXRQChr01	128200001	37.02
HanXRQChr01	128300001	37.08
HanXRQChr01	128400001	37.13
HanXRQChr01	128500001	37.19
HanXRQChr01	128600001	37.25
HanXRQChr01	128700001	37.31
HanXRQChr01	128800001	37.37
HanXRQChr01	128900001	37.43
HanXRQChr01	129000001	37.49
HanXRQChr01	129100001	37.55
HanXRQChr01	129200001	37.62
HanXRQChr01	129300001	37.68
HanXRQChr01	129400001	37.74
HanXRQChr01	129500001	37.81
HanXRQChr01	129600001	37.87
HanXRQChr01	129700001	37.94
HanXRQChr01	129800001	38
HanXRQChr01	129900001	38.07
HanXRQChr01	130000001	38.13
HanXRQChr01	130100001	38.2
HanXRQChr01	130200001	38.27
HanXRQChr01	130300001	38.34
HanXRQChr01	130400001	38.41
HanXRQChr01	130500001	38.48
HanXRQChr01	130600001	38.55
HanXRQChr01	130700001	38.62
HanXRQChr01	130800001	38.69
HanXRQChr01	130900001	38.76
HanXRQChr01	131000001	38.83
HanXRQChr01	131100001	38.9
HanXRQChr01	131200001	38.98
HanXRQChr01	131300001	39.05
HanXRQChr01	131400001	39.13
HanXRQChr01	131500001	39.2
HanXRQChr01	131600001	39.28
HanXRQChr01	131700001	39.36
HanXRQChr01	131800001	39.43
HanXRQChr01	131900001	39.51
HanXRQChr01	132000001	39.59
HanXRQChr01	132100001	39.67
HanXRQChr01	132200001	39.75
HanXRQChr01	132300001	39.83
HanXRQChr01	132400001	39.91
HanXRQChr01	132500001	39.99
HanXRQChr01	132600001	40.07
HanXRQChr01	132700001	40.16
HanXRQChr01	132800001	40.24
HanXRQChr01	132900001	40.32
HanXRQChr01	133000001	40.41
HanXRQChr01	133100001	40.49
HanXRQChr01	133200001	40.58
HanXRQChr01	133300001	40.67
HanXRQChr01	133400001	40.76
HanXRQChr01	133500001	40.84
HanXRQChr01	133600001	40.93
HanXRQChr01	133700001	41.02
HanXRQChr01	133800001	41.11
HanXRQChr01	133900001	41.21
HanXRQChr01	134000001	41.3
HanXRQChr01	134100001	41.39
HanXRQChr01	134200001	41.48
HanXRQChr01	134300001	41.58
HanXRQChr01	134400001	41.67
HanXRQChr01	134500001	41.77
HanXRQChr01	134600001	41.87
HanXRQChr01	134700001	41.96
HanXRQChr01	134800001	42.06
HanXRQChr01	134900001	42.16
HanXRQChr01	135000001	42.26
HanXRQChr01	135100001	42.36
HanXRQChr01	135200001	42.46
HanXRQChr01	135300001	42.56
HanXRQChr01	135400001	42.67
HanXRQChr01	135500001	42.77
HanXRQChr01	135600001	42.87
HanXRQChr01	135700001	42.98
HanXRQChr01	135800001	43.09
HanXRQChr01	135900001	43.19
HanXRQChr01	136000001	43.3
HanXRQChr01	136100001	43.41
HanXRQChr01	136200001	43.52
HanXRQChr01	136300001	43.63
HanXRQChr01	136400001	43.74
HanXRQChr01	136500001	43.85
HanXRQChr01	136600001	43.97
HanXRQChr01	136700001	44.08
HanXRQChr01	136800001	44.19
HanXRQChr01	136900001	44.31
HanXRQChr01	137000001	44.43
HanXRQChr01	137100001	44.54
HanXRQChr01	137200001	44.66
HanXRQChr01	137300001	44.78
HanXRQChr01	137400001	44.9
HanXRQChr01	137500001	45.02
HanXRQChr01	137600001	45.15
HanXRQChr01	137700001	45.27
HanXRQChr01	137800001	45.39
HanXRQChr01	137900001	45.52
HanXRQChr01	138000001	45.64
HanXRQChr01	138100001	45.77
HanXRQChr01	138200001	45.9
HanXRQChr01	138300001	46.03
HanXRQChr01	138400001	46.16
HanXRQChr01	138500001	46.29
HanXRQChr01	138600001	46.42
HanXRQChr01	138700001	46.55
HanXRQChr01	138800001	46.69
HanXRQChr01	138900001	46.82
HanXRQChr01	139000001	46.96
HanXRQChr01	139100001	47.09
HanXRQChr01	139200001	47.23
HanXRQChr01	139300001	47.37
HanXRQChr01	139400001	47.51
HanXRQChr01	139500001	47.65
HanXRQChr01	139600001	47.79
HanXRQChr01	139700001	47.94
HanXRQChr01	139800001	48.08
HanXRQChr01	139900001	48.23
HanXRQChr01	140000001	48.37
HanXRQChr01	140100001	48.52
HanXRQChr01	140200001	48.67
HanXRQChr01	140300001	48.82
HanXRQChr01	140400001	48.97
HanXRQChr01	140500001	49.12
HanXRQChr01	140600001	49.27
HanXRQChr01	140700001	49.43
HanXRQChr01	140800001	49.58
HanXRQChr01	140900001	49.74
HanXRQChr01	141000001	49.89
HanXRQChr01	141100001	50.05
HanXRQChr01	141200001	50.21
HanXRQChr01	141300001	50.37
HanXRQChr01	141400001	50.54
HanXRQChr01	141500001	50.7
HanXRQChr01	141600001	50.86
HanXRQChr01	141700001	51.03
HanXRQChr01	141800001	51.19
HanXRQChr01	141900001	51.36
HanXRQChr01	142000001	51.53
HanXRQChr01	142100001	51.7
HanXRQChr01	142200001	51.87
HanXRQChr01	142300001	52.05
HanXRQChr01	142400001	52.22
HanXRQChr01	142500001	52.39
HanXRQChr01	142600001	52.57
HanXRQChr01	142700001	52.75
HanXRQChr01	142800001	52.93
HanXRQChr01	142900001	53.11
HanXRQChr01	143000001	53.29
HanXRQChr01	143100001	53.47
HanXRQChr01	143200001	53.65
HanXRQChr01	143300001	53.84
HanXRQChr01	143400001	54.02
HanXRQChr01	143500001	54.21
HanXRQChr01	143600001	54.4
HanXRQChr01	143700001	54.59
HanXRQChr01	143800001	54.78
HanXRQChr01	143900001	54.97
HanXRQChr01	144000001	55.17
HanXRQChr01	144100001	55.36
HanXRQChr01	144200001	55.56
HanXRQChr01	144300001	55.76
HanXRQChr01	144400001	55.96
HanXRQChr01	144500001	56.16
HanXRQChr01	144600001	56.36
HanXRQChr01	144700001	56.56
HanXRQChr01	144800001	56.76
HanXRQChr01	144900001	56.97
HanXRQChr01	145000001	57.18
HanXRQChr01	145100001	57.39
HanXRQChr01	145200001	57.6
HanXRQChr01	145300001	57.81
HanXRQChr01	145400001	58.02
HanXRQChr01	145500001	58.23
HanXRQChr01	145600001	58.45
HanXRQChr01	145700001	58.67
HanXRQChr01	145800001	58.88
HanXRQChr01	145900001	59.1
HanXRQChr01	146000001	59.32
HanXRQChr01	146100001	59.55
HanXRQChr01	146200001	59.77
HanXRQChr01	146300001	60
HanXRQChr01	146400001	60.22
HanXRQChr01	146500001	60.45
HanXRQChr01	146600001	60.68
HanXRQChr01	146700001	60.91
HanXRQChr01	146800001	61.14
HanXRQChr01	146900001	61.38
HanXRQChr01	147000001	61.61
HanXRQChr01	147100001	61.85
HanXRQChr01	147200001	62.09
HanXRQChr01	147300001	62.33
HanXRQChr01	147400001	62.57
HanXRQChr01	147500001	62.81
HanXRQChr01	147600001	63.06
HanXRQChr01	147700001	63.3
HanXRQChr01	147800001	63.55
HanXRQChr01	147900001	63.8
HanXRQChr01	148000001	64.05
HanXRQChr01	148100001	64.3
HanXRQChr01	148200001	64.55
HanXRQChr01	148300001	64.81
HanXRQChr01	148400001	65.07
HanXRQChr01	148500001	65.32
HanXRQChr01	148600001	65.58
HanXRQChr01	148700001	65.85
HanXRQChr01	148800001	66.11
HanXRQChr01	148900001	66.37
HanXRQChr01	149000001	66.64
HanXRQChr01	149100001	66.91
HanXRQChr01	149200001	67.18
HanXRQChr01	149300001	67.45
HanXRQChr01	149400001	67.72
HanXRQChr01	149500001	67.99
HanXRQChr01	149600001	68.27
HanXRQChr01	149700001	68.55
HanXRQChr01	149800001	68.82
HanXRQChr01	149900001	69.1
HanXRQChr01	150000001	69.39
HanXRQChr01	150100001	69.67
HanXRQChr01	150200001	69.96
HanXRQChr01	150300001	70.24
HanXRQChr01	150400001	70.53
HanXRQChr01	150500001	70.82
HanXRQChr01	150600001	71.11
HanXRQChr01	150700001	71.41
HanXRQChr01	150800001	71.7
HanXRQChr01	150900001	72
HanXRQChr01	151000001	72.3
HanXRQChr01	151100001	72.6
HanXRQChr01	151200001	72.9
HanXRQChr01	151300001	73.21
HanXRQChr01	151400001	73.51
HanXRQChr01	151500001	73.82
HanXRQChr01	151600001	74.13
HanXRQChr01	151700001	74.44
HanXRQChr01	151800001	74.75
HanXRQChr01	151900001	75.07
HanXRQChr01	152000001	75.38
HanXRQChr01	152100001	75.7
HanXRQChr01	152200001	76.02
HanXRQChr01	152300001	76.34
HanXRQChr01	152400001	76.66
HanXRQChr01	152500001	76.99
HanXRQChr01	152600001	77.32
HanXRQChr01	152700001	77.64
HanXRQChr01	152800001	77.98
HanXRQChr01	152900001	78.31
HanXRQChr01	153000001	78.64
HanXRQChr01	153100001	78.98
HanXRQChr01	153200001	79.31
HanXRQChr01	153300001	79.65
HanXRQChr01	153400001	80
HanXRQChr01	153500001	80.34
HanXRQChr01	153600001	80.68
HanXRQChr01	153700001	81.03
HanXRQChr01	153800001	81.38
HanXRQChr01	153900001	81.73
HanXRQChr01	153905722	81.75
HanXRQChr02	1	0
HanXRQChr02	100001	0.15
HanXRQChr02	200001	0.3
HanXRQChr02	300001	0.45
HanXRQChr02	400001	0.61
HanXRQChr02	500001	0.76
HanXRQChr02	600001	0.91
HanXRQChr02	700001	1.06
